"ID","AcceptedTaxonID","Genus","SubGenusName","Species","AuthorString","InfraSpecies","InfraSpecificMarker","InfraSpecificAuthorString","GSDNameStatus","Sp2000NameStatus","GSDNameGUI"
4915,2947,"Aphrophora","","flovomaculata","Matsumura, 1904","",,"","original combination, valid: No","Unambiguous Synonym",
4917,2948,"Aphrophora","","maxima","Jacobi, 1921","",,"","original combination, valid: No","Unambiguous Synonym",
4920,2949,"Abalomba","","schoutedeni","Lallemand, 1920","",,"","original combination, valid: No","Unambiguous Synonym",
4922,2950,"Aphrophora","","duseni","Haglund, 1899","",,"","original combination, valid: No","Unambiguous Synonym",
4924,2952,"Aphrophora","","yatsugadakensis","Matsumura, 1934","",,"","original combination, valid: No","Unambiguous Synonym",
4926,2953,"Aphrophora","","takagii","Matsumura, 1940","",,"","original combination, valid: No","Unambiguous Synonym",
4928,2954,"Aphrophora","","brevis","Matsumura, 1904","",,"","original combination, valid: No","Unambiguous Synonym",
4930,2955,"Aphrophora","","obliqua","Uhler, 1896","",,"","original combination, valid: No","Unambiguous Synonym",
4934,2956,"Aphrophora","","scutellata","Matsumura, 1904","",,"","original combination, valid: No","Unambiguous Synonym",
4937,2957,"Aphrophora","","fallax","Matsumura, 1904","",,"","original combination, valid: No","Unambiguous Synonym",
4943,2960,"Aphrophora","","costalis","Matsumura, 1903","",,"","original combination, valid: No","Unambiguous Synonym",
4939,2958,"Aphrophora","","vittata","Matsumura, 1903","",,"","original combination, valid: No","Unambiguous Synonym",
4529,2626,"Aphrophora","","similis","Lethierry, 1888","",,"","original combination, valid: No","Unambiguous Synonym",
