"AcceptedTaxonID","DistributionElement","StandardInUse","DistributionStatus"
214,"IND","TDWG Level 4 code","native"
214,"SOL","TDWG Level 4 code","native"
214,"GILOO","TDWG Level 4 code","native"
214,"SEYOO","TDWG Level 4 code","native"
214,"ZIMOO","TDWG Level 4 code","native"
214,"PHIOO","TDWG Level 4 code","native"
214,"BOR","TDWG Level 4 code","native"
214,"CRL","TDWG Level 4 code","native"
214,"CGS","TDWG Level 4 code","native"
214,"MAUOO","TDWG Level 4 code","native"
215,"PHIOO","TDWG Level 4 code","native"
215,"TAIOO","TDWG Level 4 code","native"
216,"MDGOO","TDWG Level 4 code","native"
216,"TAIOO","TDWG Level 4 code","native"
216,"BORKA,JAWOO,LSIBA,LSILS,MOLOO,NWGIJ,SULOO,SUMOO","TDWG Level 4 code","native"
216,"SRLOO","TDWG Level 4 code","native"
216,"REUOO","TDWG Level 4 code","native"
216,"INDKT","TDWG Level 4 code","native"
216,"IND","TDWG Level 4 code","native"
216,"PHIOO","TDWG Level 4 code","native"
216,"MOLOO","TDWG Level 4 code","native"
216,"MAUOO","TDWG Level 4 code","native"
217,"36","TDWG Level 4 code","native"
217,"TAIOO","TDWG Level 4 code","native"
218,"TAIOO","TDWG Level 4 code","native"
222,"NWG","TDWG Level 4 code","native"
222,"NSWNS","TDWG Level 4 code","native"
222,"50","TDWG Level 4 code","native"
222,"NFKLH","TDWG Level 4 code","native"
222,"QLDQU","TDWG Level 4 code","native"
227,"PHIOO","TDWG Level 4 code","native"
229,"JAP","TDWG Level 4 code","native"
229,"CHSHK","TDWG Level 4 code","native"
229,"VIEOO","TDWG Level 4 code","native"
229,"TAIOO","TDWG Level 4 code","native"
232,"SRLOO","TDWG Level 4 code","native"
232,"FIJOO","TDWG Level 4 code","native"
232,"INDTN","TDWG Level 4 code","native"
232,"MOLOO","TDWG Level 4 code","native"
232,"SUMOO","TDWG Level 4 code","native"
232,"INDKE","TDWG Level 4 code","native"
232,"THAOO","TDWG Level 4 code","native"
232,"NNSOO","TDWG Level 4 code","native"
232,"LSILS","TDWG Level 4 code","native"
232,"TAIOO","TDWG Level 4 code","native"
232,"IND","TDWG Level 4 code","native"
232,"MLYSI","TDWG Level 4 code","native"
232,"BOR","TDWG Level 4 code","native"
232,"PHIOO","TDWG Level 4 code","native"
232,"JAP","TDWG Level 4 code","native"
233,"SAMWS","TDWG Level 4 code","native"
234,"PHIOO","TDWG Level 4 code","native"
